emp_no,first_name,last_name,salary,title
54674,Fumino,Kaiserswerth,76364,Senior Staff
54676,Hugo,Atrawala,40000,Staff
54677,Chirstian,Schaaf,43197,Senior Engineer
54679,Sailaja,Cyne,40000,Engineer
54680,Akeno,Chenoweth,57649,Senior Staff
54685,Marek,Georgatos,60559,Assistant Engineer
54687,Eran,Fabrizio,44413,Engineer
54690,Abdelghani,Rijsenbrij,86379,Engineer
54700,Marjo,Marchesini,40000,Senior Engineer
54703,Zhenhua,Swen,51433,Senior Staff
54704,Kellyn,Rebaine,40000,Engineer
54706,Kotesh,Rosaz,49391,Engineer
54707,Odysseas,Itzigehl,57642,Engineer
54710,Nikolaos,Poujol,84911,Staff
54716,Mart,Rodiger,73655,Senior Staff
54719,Elrique,Luon,55742,Assistant Engineer
54724,Jinxi,Leaver,54340,Staff
54728,Xudong,Polupanov,40000,Engineer
54729,Along,Krohn,53645,Engineer
54746,Ramzi,Liesche,80072,Senior Staff
54758,Kwun,Butner,40000,Senior Staff
54765,Denny,Kuhnemann,62244,Engineer
54767,Richara,Peac,51061,Senior Engineer
54770,Charlene,Demizu,57923,Engineer
54772,Khedija,Krohn,43934,Senior Engineer
54773,Avishai,Cichocki,46926,Senior Engineer
54775,Chinya,Emden,40000,Senior Staff
54777,Niteen,Oxenboll,58429,Senior Staff
54783,Abdelghani,Nannarelli,53971,Senior Engineer
54788,Prasadram,Tokunaga,63671,Senior Staff
54789,Munehiro,Boyle,40000,Senior Engineer
54790,Xiaoqiang,Kampfer,52402,Assistant Engineer
54796,Khun,Birch,40000,Engineer
54799,Somnath,Oehlmann,47603,Staff
54808,Cristinel,Luby,89157,Staff
54809,Mitsuyuki,Iacovou,45624,Engineer
54815,Subhankar,Irland,40000,Senior Staff
54816,Remzi,Cunliffe,48416,Senior Staff
54818,Boguslaw,Mawatari,76664,Staff
54819,Branimir,Deverell,55459,Senior Staff
54821,Dulce,Chinen,40000,Engineer
54824,Shuho,Basawa,46236,Senior Engineer
54826,Adhemar,Mamelak,40000,Staff
54827,Shirish,Vidya,40000,Staff
54830,Tadahiro,Trystram,51781,Assistant Engineer
54834,Willard,Cyre,50943,Senior Staff
54837,Jordanka,Melton,74315,Senior Staff
54840,Vishwani,Fandrianto,58057,Senior Engineer
54847,Khaled,Arlazarov,40000,Senior Engineer
54850,Masami,Ozery,46988,Engineer
54853,Van,Heemskerk,40000,Senior Engineer
54855,Gian,Gulla,40000,Senior Engineer
54858,Chinho,Sundgren,40000,Senior Engineer
54863,Fumitaka,Adachi,55194,Staff
54865,Vidya,Riexinger,40000,Engineer
54868,Ult,Highland,40000,Senior Engineer
54870,Tooru,Zeidenstein,51656,Engineer
54880,Sanjay,Baezner,40000,Staff
54884,Lillian,Greenaway,40000,Staff
54888,Manohar,Danley,40000,Senior Engineer
54889,Lalit,Heinisuo,78693,Engineer
54892,Sandeepan,Goldhammer,40000,Engineer
54896,Apostol,Mersereau,40000,Senior Staff
54897,Hyuckchul,Katiyar,70336,Staff
54910,Randi,Masaki,57586,Engineer
54914,Gill,Bojadziev,57341,Staff
54918,Volkmar,Malinowski,40000,Senior Engineer
54923,Masoud,Perz,40000,Assistant Engineer
54924,Mayumi,Krupka,40000,Staff
54928,Kristine,Monarch,40000,Staff
54929,Gilbert,Tramer,76711,Senior Staff
54931,Sugwoo,Monarch,52425,Engineer
54932,Kamakshi,Munoz,61454,Staff
54933,Ashish,Dayana,49580,Staff
54934,Zhensheng,Jording,50161,Senior Staff
54939,Poorav,Penz,65782,Staff
54942,Akeel,Kusakari,40000,Staff
54943,Jongsuk,Kroft,55275,Staff
54950,Yuriy,Anick,51468,Engineer
54954,Kyoichi,Krohn,40000,Staff
54957,Jiafu,Greenaway,53331,Technique Leader
54961,Nechama,Spelt,40000,Senior Engineer
54963,Toshiko,Bellmore,49338,Assistant Engineer
54965,Berry,Piazza,40000,Technique Leader
54966,Jouni,Hempstead,51900,Engineer
54967,Bokyung,Soicher,42944,Engineer
54968,Rafael,Bondorf,57681,Senior Engineer
54972,Leon,Underwood,40000,Engineer
54977,Barun,Slutz,48864,Senior Engineer
54981,Giao,Pettis,40000,Staff
54984,Danil,Perng,40000,Senior Engineer
54989,Masato,Range,40000,Senior Staff
54993,Tristan,Hatcliff,78255,Engineer
54994,Chaosheng,Birta,60932,Senior Staff
54995,Nidapan,Gide,67485,Staff
54996,Arno,Azumi,43372,Senior Staff
55000,Tetsurou,Werthner,40000,Senior Staff
55001,Rosita,Kading,44844,Engineer
55003,Jaber,Lanteri,40000,Staff
55005,Nikolaus,Aumann,48717,Senior Engineer
55008,Zvonko,Gire,40000,Senior Engineer
55011,Takushi,Staudhammer,41945,Staff
55024,Jaber,Srimani,53184,Technique Leader
55036,Tomokazu,Feldmann,40000,Technique Leader
55037,Paris,Hofman,69445,Senior Staff
55043,Noritoshi,Walston,40000,Senior Engineer
55046,Heping,Kleiser,50934,Staff
55048,Pasqua,Percebois,61688,Senior Staff
55049,Chenyi,Arlazarov,76263,Senior Staff
55050,Xuedong,Henders,45667,Engineer
55052,Navin,Perz,40000,Technique Leader
55054,Maja,Akazan,40000,Engineer
55055,Weijing,Coors,40000,Senior Engineer
55059,Sakthirel,Conte,55639,Senior Engineer
55062,Haldun,Pokrovskii,40000,Senior Engineer
55064,Ziyad,Wroclawski,76311,Senior Staff
55068,Kyoichi,Wielonsky,63460,Assistant Engineer
55069,Ewing,Schreiter,53813,Staff
55070,Charmane,Woycyznski,66993,Assistant Engineer
55073,Yahiko,Swiler,50072,Senior Engineer
55074,Arnould,Waeselynck,40000,Engineer
55076,Herbert,Majewski,41529,Engineer
55078,Janche,Gecseg,59236,Engineer
55080,Jinxi,Ariola,66375,Technique Leader
55081,Sadok,Sanella,65236,Senior Engineer
55084,Hyuncheol,Erev,73928,Senior Staff
55085,Dekang,Dratva,74488,Staff
55089,JoAnna,Boreale,40000,Staff
55090,Teruyuki,Schueller,45784,Senior Engineer
55093,Magdalena,Kalafatis,43418,Engineer
55094,Nadjib,Gulik,60952,Senior Engineer
55095,Sahrah,Pramanik,40000,Senior Engineer
55112,Kazunori,Emmerich,40000,Engineer
55115,Sajjad,Rusmann,42779,Senior Engineer
55117,Khosrow,Merlo,50999,Senior Engineer
55123,Randy,Thummel,40000,Senior Staff
55127,Volkmar,Kugler,70242,Engineer
55129,Monique,Morris,40000,Staff
55131,Saeed,Eugenio,41773,Senior Engineer
55132,Richara,Alblas,58087,Senior Staff
55139,Nigel,Sommer,61279,Assistant Engineer
55149,Mabry,Kaiserswerth,40000,Engineer
55151,Guther,Rosca,84411,Senior Engineer
55154,Brigham,Schiettecatte,40000,Senior Engineer
55162,Yuriy,Taneja,40000,Engineer
55169,Divine,Kuszyk,40000,Engineer
55180,Ung,Falco,40000,Senior Engineer
55184,Badri,Ramsak,47175,Staff
55187,Margareta,Kambil,85179,Senior Staff
55188,Ute,Nyanchama,40000,Senior Engineer
55192,Weijing,Templeman,40000,Senior Engineer
55194,Yechiam,Cyne,57191,Senior Engineer
55199,Marco,Gadepally,70344,Engineer
55204,Yuqun,Pagter,40000,Senior Staff
55205,Phuoc,Peltason,42035,Staff
55207,Yefim,Ranon,40000,Senior Engineer
55210,Wonhee,Thombley,66646,Engineer
55217,Poorav,Pews,66507,Senior Staff
55223,Sariel,Schieder,40000,Staff
55226,Marsal,Gecsel,49238,Senior Engineer
55227,Guozhong,Bach,40000,Senior Staff
55228,Keiichiro,Millington,79484,Senior Staff
55230,Howell,Gonthier,40000,Assistant Engineer
55235,Toong,Gide,44380,Engineer
55237,Phule,Taubenfeld,68204,Senior Engineer
55238,Elvia,Maquelin,40615,Senior Staff
55239,Akeno,Mullainathan,40151,Senior Engineer
55240,Weiru,Zwicker,40000,Engineer
55242,Vitaly,Henseler,40000,Staff
55261,Arfst,Siprelle,41390,Senior Engineer
55265,Luisa,Waleschkowski,59415,Senior Engineer
55269,Gunilla,Veevers,41220,Senior Engineer
55272,Mohua,Isaac,56864,Senior Engineer
55273,Chiranjit,Zockler,75143,Senior Staff
55276,Masali,Cools,63635,Senior Engineer
55277,Teunis,Azumi,46065,Senior Engineer
55281,Mohammad,Ellozy,40000,Engineer
55282,Vidya,Erbe,48160,Senior Engineer
55285,Bikash,Siegrist,58519,Engineer
55289,Leah,Erdmenger,47206,Senior Staff
55291,Emdad,Perfilyeva,45891,Engineer
55294,Patricia,Spieker,73856,Staff
55298,Hisao,Ghandeharizadeh,76218,Staff
55306,Kotesh,Vuskovic,56857,Staff
55311,Masadi,Llado,40000,Technique Leader
55319,Kwangho,Setlzner,69934,Staff
55320,Wayne,Waschkowski,52717,Engineer
55323,Hausi,Staelin,62222,Senior Staff
55328,Temple,Boudaillier,51399,Staff
55329,Heekeun,Slobodova,40000,Staff
55338,Chinhyun,Pesch,46370,Senior Staff
55344,Tetsushi,Rijckaert,61914,Engineer
55345,Wojceich,Vendrig,40000,Staff
55346,Hausi,Schrooten,43885,Senior Engineer
55352,Thanasis,Peyn,84318,Staff
55353,Takahito,Viele,83423,Senior Staff
55363,Venkatesan,Comellas,42374,Senior Staff
55367,Patricio,Rosch,61750,Engineer
55368,Rosine,Heinisuo,60430,Staff
55371,Weiru,Perry,48412,Engineer
55373,Otilia,Iwayama,61199,Senior Engineer
55375,Houman,Caine,66472,Staff
55377,Kensei,Yamaashi,43343,Staff
55379,Anneke,Thambidurai,59599,Technique Leader
55382,Ziya,Shihab,40000,Engineer
55386,Bilhanan,Giarratana,46198,Staff
55390,Gio,Rosis,76088,Senior Staff
55403,Fox,Rikino,40000,Staff
55404,Mara,Spell,58720,Senior Staff
55405,Gao,Merey,40000,Engineer
55407,Gopalakrishnan,Birta,40000,Technique Leader
55408,Remzi,Reistad,40000,Senior Engineer
55409,Sverrir,Borstler,40000,Staff
55414,Divine,Talmon,40000,Senior Engineer
55416,Jouko,Coors,40000,Engineer
55417,Subbu,Eiron,58197,Senior Staff
55419,Shuji,Trachtenberg,69757,Technique Leader
55422,Mahendra,Kranzdorf,40000,Senior Engineer
55428,Moto,Lammel,63360,Senior Engineer
55429,Miyeon,Bamford,52906,Senior Engineer
55435,Xiaocheng,Suri,57979,Senior Staff
55438,Rajmohan,Lindenbaum,40000,Engineer
55440,Ramzi,Shinomoto,43426,Senior Engineer
55441,Sasan,Wursthorn,68222,Staff
55444,Martins,Gyorkos,40000,Staff
55446,Tesuya,Eldridge,40000,Senior Engineer
55450,Vishv,Furudate,40000,Engineer
55456,Valeri,Kadhim,48665,Senior Staff
55459,Hongzue,Zeidenstein,55139,Engineer
55466,Danae,Mitsuhashi,40000,Senior Engineer
55471,Pranjal,Krupka,47123,Engineer
55472,Gudjon,Birta,41080,Staff
55476,Kokou,Halevi,40000,Engineer
55479,Serap,Erva,78858,Engineer
55481,Gina,Joslin,53168,Senior Engineer
55483,Subir,Jiafu,59038,Staff
55496,Iara,Braunmuhl,55872,Engineer
55498,Filipe,Heusch,40000,Engineer
55499,Kamakshi,Diderrich,48147,Senior Engineer
55504,Jouni,Radwan,46549,Assistant Engineer
55505,Kristen,Fabrizio,55660,Technique Leader
55506,Zhensheng,Kusakabe,40000,Technique Leader
55510,Mabhin,Chaudhury,40000,Engineer
55511,Bernt,Marshall,45647,Senior Staff
55514,Masoud,Chleq,40000,Staff
55521,Sanjai,Brender,50409,Senior Staff
55528,Indrajit,Swiler,51336,Staff
55541,Srinidhi,Georgakopoulos,40000,Engineer
55542,Candido,Gaughan,40000,Engineer
55546,Filipe,Narwekar,44133,Senior Engineer
55552,Ohad,Schicker,40000,Assistant Engineer
55556,Fusako,Kaiserswerth,71093,Senior Staff
55563,Nathan,Ranka,64003,Staff
55565,Kyoichi,Cannata,40947,Engineer
55567,Kamran,Krone,46975,Engineer
55568,Arne,Peris,63516,Staff
55569,Martien,Alpay,40000,Technique Leader
55571,Arie,Pusterhofer,59224,Staff
55575,Martine,Piveteau,73687,Senior Engineer
55589,Murthy,Naudin,69753,Staff
55590,Anoosh,Shumilov,52740,Senior Engineer
55592,Alexius,Karcich,68955,Staff
55593,Fumitaka,Leijenhorst,40000,Senior Staff
55602,Adam,Olivero,53334,Engineer
55605,Yagil,Chenney,40000,Senior Staff
55610,Moty,Feldhoffer,74379,Senior Staff
55622,Peer,Ranta,52431,Senior Engineer
55624,Torsten,Shrader,55509,Senior Staff
55632,Byong,Ravishankar,40000,Assistant Engineer
55637,Szabolcs,Erde,40000,Engineer
55639,Gaetan,Bridgland,40000,Senior Engineer
55641,Arra,Moehrke,46639,Engineer
55646,Jiakeng,Schmittgen,72867,Senior Staff
55653,Aral,Bernardinello,40000,Senior Staff
55655,Pranav,Tzvieli,72953,Senior Engineer
55656,Toshimo,Molenaar,41410,Senior Staff
55665,Mantis,Maginnis,40857,Senior Engineer
55669,Shounak,Saoudi,46585,Senior Engineer
55674,Fumiko,Biron,61549,Engineer
55675,Rimli,Molenkamp,74954,Senior Staff
55679,Guozhong,Dehkordi,52396,Senior Engineer
55681,Hatsukazu,Azuma,40000,Senior Engineer
55682,Moto,Hanabata,40000,Engineer
55684,Mokhtar,Cappelli,56284,Senior Engineer
55686,Ipke,Shinomoto,40000,Senior Engineer
55695,Kiam,Karlin,47310,Senior Staff
55696,Mohamadou,Giaccio,40000,Senior Engineer
55699,Aluzio,Liesche,40000,Engineer
55701,JoAnne,Dulin,50227,Senior Staff
55702,Gianluca,Kopetz,40000,Senior Staff
55703,Percy,Masamoto,40000,Senior Engineer
55704,Conor,Matzov,68342,Assistant Engineer
55706,Paloma,Horswill,46099,Engineer
55707,Vugranam,Stiles,53272,Engineer
55711,Uzi,Mamelak,61290,Senior Engineer
55713,Arie,Serdy,49481,Engineer
55714,Sanjay,Speek,43805,Engineer
55715,Heon,Silva,46982,Engineer
55718,Jeane,McAffer,56448,Senior Staff
55720,Guther,Kamber,43566,Engineer
55722,Muzhong,Condotta,60168,Technique Leader
55726,Vitali,Krohm,46394,Staff
55727,Dmitri,Hiyoshi,49572,Staff
55728,Zito,Remmers,40000,Senior Staff
55729,Carrsten,Vesna,61657,Senior Engineer
55731,Kousuke,Birch,51257,Staff
55738,Mitsuyuki,Backhouse,40000,Engineer
55749,Heeju,Horswill,42795,Engineer
55751,Lubomir,Penn,66003,Engineer
55756,Alair,Warwick,78624,Staff
55762,Pascal,Rajcani,52400,Technique Leader
55765,Kotesh,Noriega,40000,Senior Engineer
55768,Shahid,Chandrasekhar,80701,Senior Staff
55769,Geoffrey,Coombs,71836,Senior Staff
55774,Pramod,Pettey,52869,Staff
55777,Prodip,Chorvat,46011,Senior Engineer
55781,Ymte,Lalonde,40000,Senior Staff
55782,Weiye,Pietracaprina,78327,Engineer
55783,Adam,McFarlin,55855,Technique Leader
55784,Lijia,Luby,40000,Staff
55791,Ult,Mansanne,49786,Technique Leader
55793,Tadahiro,Perry,81374,Staff
55798,Pasqua,Knightly,63896,Senior Staff
55804,Shuichi,Swiss,45271,Senior Engineer
55806,Adin,Grospietsch,58600,Staff
55807,Brendon,Holburn,69357,Assistant Engineer
55809,Sergi,Ertl,40000,Engineer
55812,Kiyotoshi,Milicia,63748,Engineer
55815,Shahaf,Georgakopoulos,59118,Engineer
55825,Lech,Fairtlough,40000,Staff
55832,Chikako,Sidje,40000,Engineer
55835,Nechama,Waymire,57430,Staff
55839,Rosalyn,Birch,74514,Staff
55843,Hailing,Leivant,77189,Senior Staff
55848,Anneli,Ozeri,46950,Senior Staff
55851,Guadalupe,Velardi,40000,Engineer
55861,Alois,Delgrande,40000,Assistant Engineer
55864,Eldridge,Hutter,48687,Senior Staff
55866,Ult,Puoti,40000,Engineer
55867,Piyawadee,Guerreiro,40000,Staff
55872,Basant,Quittner,52459,Senior Engineer
55876,Jacopo,Hennebert,40000,Senior Staff
55879,Feixiong,Uludag,73820,Staff
55884,Maia,Hmelo,47718,Senior Engineer
55894,Atreye,Schaft,59833,Senior Engineer
55897,Jiafu,Karnin,47585,Senior Engineer
55907,Ghassan,Herbst,46416,Senior Staff
55908,Xinglin,Ghalwash,63240,Staff
55911,Randi,Noriega,40000,Senior Staff
55914,Lobel,Thibadeau,44031,Senior Engineer
55919,Chiranjit,Nergos,40000,Engineer
55929,Moni,Marakhovsky,68033,Senior Staff
55932,Bedrich,Angot,41364,Engineer
55933,Kristin,Kirkerud,69722,Senior Staff
55935,Theirry,Skafidas,40000,Senior Engineer
55936,Mona,Michaeli,51227,Staff
55939,Macha,Landherr,43535,Engineer
55945,Becky,Biros,46967,Assistant Engineer
55946,Shan,Wossner,41947,Engineer
55947,Narain,Asmuth,43166,Engineer
55948,Serap,Krzyzanowski,48612,Senior Engineer
55949,Felicidad,Gini,78677,Staff
55956,Barun,Rebaine,40000,Engineer
55957,Itzchak,Merlo,40000,Staff
55961,Alassane,Validov,40000,Engineer
55964,Aleksander,Auyong,47105,Staff
55967,Hongzhu,Pena,59191,Senior Engineer
55969,Udaiprakash,Gerteisen,40000,Senior Staff
55971,Karoline,Gustavson,40000,Assistant Engineer
55976,Hidekazu,Heystek,40000,Staff
55977,Aram,Wynblatt,82563,Staff
55979,Guangming,VanScheik,48757,Engineer
55982,Marco,Conde,40000,Staff
55985,Ung,Aamodt,40000,Engineer
55996,Stamatina,Bellmore,72972,Staff
56000,Mara,Fujisawa,40000,Senior Engineer
56003,Paraskevi,Ranta,54903,Senior Engineer
56010,Noritoshi,Nyanchama,40000,Senior Engineer
56011,Odinaldo,Gils,61286,Staff
56020,Alagu,Byoun,57056,Senior Engineer
56021,Kshitij,Morris,40000,Senior Engineer
56023,Kiyomitsu,Denti,41940,Staff
56026,Martine,Farris,48601,Senior Engineer
56029,Masami,Acton,40000,Senior Staff
56034,Hinrich,Jayawardene,47256,Engineer
56035,Avishai,Kaiser,81561,Senior Staff
56038,Herbert,Murthy,60002,Senior Staff
56039,Greger,Nicolson,77982,Staff
56049,Felicidad,Waymire,76782,Senior Staff
56050,Jaroslava,Uhrik,50408,Staff
56052,Sudhanshu,Markovitch,62601,Senior Staff
56057,Zhaofang,Dusink,67247,Staff
56058,Christoper,Schapire,54817,Senior Staff
56064,Basem,Rijsenbrij,45692,Senior Staff
56065,Mabhin,Nollmann,58586,Staff
56069,Isamu,Gimbel,40000,Senior Staff
56071,Augustine,Orsini,72445,Engineer
56075,Shih,Denis,40000,Senior Engineer
56081,Charlene,Ravishankar,40000,Senior Staff
56086,Yuuichi,Cooman,87163,Staff
56087,Fumitaka,Zykh,85859,Engineer
56090,Teunis,Serot,45287,Senior Engineer
56093,Utz,Braccini,72043,Senior Staff
56098,Bernd,Tsunoo,40000,Technique Leader
56103,Lidong,Waleschkowski,40000,Engineer
56106,Saeko,Chiola,57895,Senior Staff
56110,Jouni,Reeken,40000,Engineer
56114,Masadi,Krone,48581,Senior Engineer
56115,Breannda,Peltason,51873,Senior Staff
56118,Atreye,Thiran,50479,Senior Engineer
56125,Heon,Thombley,97722,Engineer
56126,Salvador,Koyama,61263,Assistant Engineer
56127,Subbu,Sidje,61215,Staff
56135,Heping,Bade,60664,Staff
56136,Ramya,Buchter,108990,Staff
56142,Shuho,Rothe,40000,Senior Staff
56143,Sakthirel,Bondorf,69862,Staff
56146,Gilbert,Glowinski,40000,Technique Leader
56156,Honglan,Frijda,46563,Staff
56157,Sajjad,Cannane,40000,Senior Staff
56159,Zengping,Shumilov,52527,Assistant Engineer
56163,Huiqun,Thisen,52746,Assistant Engineer
56167,Djenana,Tibblin,54128,Senior Staff
56168,Kazuyasu,Fontet,65027,Engineer
56169,Jeanne,Zlotek,50798,Senior Engineer
56173,Barun,Erde,40000,Staff
56176,Eldridge,Siksek,43851,Senior Staff
56177,Yucel,Colorni,59360,Engineer
56180,Chenxi,Luff,46514,Staff
56183,Takahiro,Aamodt,61389,Staff
56186,Shigeu,Ecklund,51846,Senior Engineer
56187,Youpyo,Lienhardt,40000,Engineer
56188,Mabhin,Eppinger,52137,Senior Staff
56195,Pascal,Hashii,42669,Senior Engineer
56198,Duro,Brattka,60000,Senior Engineer
56200,Marsja,Demian,73410,Senior Staff
56203,Divier,Baranowski,84530,Staff
56208,Masoud,Segond,76102,Senior Staff
56215,Xiaopeng,Brattka,40000,Staff
56217,Gao,Zizka,59376,Senior Staff
56218,Yuguang,Douceur,81350,Senior Staff
56219,Tonny,Michaeli,40000,Engineer
56225,Miquel,Rusmann,40000,Engineer
56227,Shen,Makrucki,52748,Senior Staff
56229,Pascal,Marakhovsky,51497,Assistant Engineer
56235,Subir,Vanwelkenhuysen,40000,Engineer
56239,Sariel,Zultner,40000,Senior Engineer
56242,Rayond,Koshiba,51253,Staff
56243,Maha,Oxman,58688,Senior Staff
56247,Shooichi,Denny,42314,Engineer
56254,Yechezkel,Lunt,40000,Staff
56255,Matt,Albarhamtoshy,63069,Assistant Engineer
56260,Kayoko,Farrar,40000,Engineer
56261,Marjo,Herath,61659,Senior Engineer
56262,Dharmaraja,Androutsos,52809,Senior Staff
56264,Denis,Vecchio,40000,Engineer
56267,Taisook,Serre,47461,Engineer
56270,Gian,Reinhard,52523,Senior Engineer
56271,Huai,Plavsic,40000,Technique Leader
56272,Tremaine,Furudate,40000,Engineer
56279,Xiaopeng,Ramsay,58735,Senior Staff
56281,Sanjoy,Brizzi,40000,Senior Staff
56284,Margo,Molenkamp,50087,Staff
56288,Kannan,Walston,59358,Senior Engineer
56292,Maik,Barbanera,69931,Senior Staff
56296,Lobel,Suessmith,40040,Senior Engineer
56298,Gro,Peir,64827,Engineer
56300,Serge,Zobel,47009,Senior Engineer
56303,Duri,Vendrig,71651,Staff
56304,Luerbio,Bardell,44375,Engineer
56306,Mack,Lindqvist,66646,Engineer
56312,Jaber,Baek,40000,Senior Engineer
56314,Bowen,Morrey,48899,Senior Staff
56319,Yishai,Broder,60382,Staff
56325,Subir,Gniady,40000,Senior Engineer
56326,Mantis,Juneja,62808,Engineer
56327,Holgard,Karunanithi,46570,Engineer
56328,Surveyors,Rullman,46503,Senior Engineer
56329,Zhenhua,Naumovich,51821,Senior Engineer
56333,Jiann,Gini,64202,Engineer
56334,Sadok,Clouatre,40984,Senior Staff
56336,Fai,Sgarro,60343,Staff
56339,Arunas,Gill,55077,Senior Staff
56346,Zhiguo,Bennet,42277,Technique Leader
56348,Limsoon,Alameldin,49654,Technique Leader
56350,Boguslaw,Ariola,94476,Staff
56364,Zdislav,Bakhtari,67809,Senior Staff
56366,Aleksander,Szmurlo,40000,Engineer
56368,Doowon,Angel,57178,Engineer
56369,Kristin,Lindenbaum,41650,Engineer
56376,Prasadram,Sommer,44709,Engineer
56377,Mountaz,Taubenfeld,78603,Senior Staff
56378,Shichao,Lowrie,46081,Senior Engineer
56380,Shuzo,Atchley,52819,Senior Engineer
56382,Valery,Bardell,83122,Staff
56386,Martijn,Anily,87737,Staff
56389,Ronghao,Ghandeharizadeh,40000,Senior Engineer
56393,Ute,Kolvik,40000,Senior Staff
56400,Froduald,Munke,46357,Engineer
56403,Alagu,Honglei,93081,Staff
56404,Tadahiko,Coney,40000,Senior Staff
56406,Sachem,Schusler,54333,Staff
56410,Jordanka,Iisaku,67570,Senior Engineer
56412,Dinkar,Luga,40000,Staff
56417,Xudong,Impagliazzo,77047,Staff
56420,Limsoon,Hiltgen,47479,Technique Leader
56423,Eckart,Huhdanpaa,40000,Technique Leader
56424,Premsyl,Antonisse,42094,Staff
56426,Shigeu,Brlek,46660,Engineer
56430,Tesuya,Klassen,55753,Senior Staff
56436,Weiyi,Gornas,40000,Engineer
56437,Prodip,Feldmann,46651,Engineer
56439,Sangeeta,Henders,40267,Senior Engineer
56445,Chikara,Liesche,40000,Senior Engineer
56448,Kayoko,Covnot,46867,Senior Engineer
56450,Atreye,Beidas,40000,Senior Engineer
56451,Yuchang,Massonet,40000,Senior Engineer
56455,Khaled,Juneja,66981,Senior Staff
56463,Maja,Staudhammer,40000,Technique Leader
56465,Kensei,Worfolk,40000,Staff
56468,Zsolt,Haldar,49922,Engineer
56471,Takahira,Sinitsyn,40000,Engineer
56476,Danae,Chiola,40000,Engineer
56486,Steen,Lindqvist,60846,Staff
56487,Kwun,Hoogerwoord,54832,Senior Engineer
56488,Tze,Cherinka,64424,Senior Staff
56489,Jiakeng,Passafiume,40000,Staff
56492,Neven,Boreale,41581,Senior Staff
56494,Oscar,Picco,40000,Staff
56495,Lokesh,Genther,40000,Assistant Engineer
56502,Dipayan,Ulupinar,40000,Engineer
56503,Tsvetan,Zwicker,50321,Engineer
56506,Martijn,Claffy,40000,Technique Leader
56507,Sasan,Luff,40000,Senior Engineer
56510,Radhakrishnan,Brattka,40000,Senior Engineer
56514,Dzung,Vieri,40000,Engineer
56519,Magdalena,Taubenfeld,52142,Engineer
56520,Muzhong,Neiman,40000,Staff
56524,Brewster,Salverda,67107,Engineer
56525,Xuedong,Millington,48528,Engineer
56527,Weiwu,Gonthier,63360,Senior Staff
56528,Uinam,Heijenga,62383,Senior Engineer
56529,Xinglin,Baaz,74624,Senior Staff
56531,Quingbo,Renear,43954,Senior Engineer
56533,Neven,Barinka,40000,Senior Staff
56534,Chuanyi,Swen,40000,Staff
56539,Arup,Engelmann,40000,Senior Engineer
56542,Radhakrishnan,Einsfeld,74127,Senior Staff
56543,Chrisa,Hanabata,44424,Technique Leader
56545,Arunas,Oehlmann,46130,Assistant Engineer
56547,Mori,Stentiford,40000,Engineer
56550,Jianhui,Mukaidono,40000,Staff
56551,Rimon,Gini,64873,Staff
56558,Satyanarayana,Ghazalie,40000,Senior Staff
56559,Carrsten,Mondadori,42196,Senior Engineer
56562,Fuqing,Hennings,63907,Senior Staff
56563,Elliott,Billingsley,61965,Senior Engineer
56565,Odinaldo,Hiltgen,51502,Senior Engineer
56567,Prasadram,Cmelik,66112,Staff
56575,Berry,Simkin,57045,Engineer
56577,Shigeu,Laurillard,49932,Assistant Engineer
56578,Tristan,Sadowsky,57447,Engineer
56581,Zhenbing,Cappello,84306,Senior Staff
56583,Mayuko,McClurg,43787,Engineer
56588,Denny,Karcich,40000,Staff
56589,Martial,Goldhammer,84552,Senior Staff
56593,Herb,Muntz,40000,Senior Engineer
56597,Tzvetan,Huhdanpaa,40000,Senior Staff
56600,Ymte,Meriste,65970,Engineer
56601,Feixiong,Mattern,40000,Engineer
56602,Mack,Ananiadou,66931,Senior Staff
56605,Arun,Gist,43441,Senior Engineer
56608,Denny,Trachtenberg,57092,Senior Staff
56611,Lalit,Zhang,48472,Engineer
56619,Turgut,Rubsam,77908,Senior Staff
56620,Fumiyo,Solares,55096,Assistant Engineer
56621,Shahab,Knightly,40000,Senior Engineer
56626,Sanjeeva,Rande,71963,Senior Engineer
56628,Mark,Esposito,43484,Technique Leader
56633,Percy,Varker,63012,Staff
56634,Haldun,Demke,55823,Senior Engineer
56637,Kwangho,Birnbaum,54486,Senior Staff
56638,Ortrud,Bach,43362,Technique Leader
56639,Ortrud,Kabayashi,40000,Engineer
56643,Jayson,Ghazalie,44199,Senior Staff
56645,Fun,Sluis,58227,Technique Leader
56648,Mantis,Ranka,68871,Staff
56654,Moie,Badr,40000,Engineer
56655,Martijn,Klassen,71576,Senior Staff
56657,Kristian,Cichocki,64936,Staff
56658,Shimshon,Turnbull,64992,Assistant Engineer
56659,Takahiro,Lanteri,40000,Assistant Engineer
56660,Frazer,Veeraraghavan,80961,Staff
56661,Navid,Kornatzky,57402,Staff
56662,Rosita,Kirkerud,46256,Senior Staff
56663,Eben,Takanami,40000,Engineer
56666,Fumiyo,Pavlopoulou,44456,Senior Staff
56667,Surveyors,Berstel,40000,Senior Engineer
56670,Georg,Falck,40000,Senior Staff
56673,Bokyung,Bahi,70269,Senior Staff
56678,Murthy,McAffer,68816,Staff
56679,Mabry,Hmelo,40000,Staff
56680,Remmert,Brender,40000,Staff
56684,Qiwen,Yoshizawa,40000,Engineer
